"Sort Key","Type","Name","Version","Name Space Id","Description","Steward","Value Type","Minimum Cardinality","Maximum Cardinality","Minimum Value","Maximum Value","Minimum Characters","Maximum Characters","Unit of Measure Type","Specified Unit Id","Attribute Concept","Conceptual Domain"
"geom:Object_Orientation_North_East:2  geom:east_azimuth:1                  ","Attribute","east_azimuth","n/a","geom","Assuming the image is displayed as defined by the Display_Direction class, the east_azimuth attribute provides the value of the angle between a line from the image center to the east and a reference line in the image plane. The reference line is a horizontal line from the image center to the middle right edge of the image. This angle increases in a clockwise direction. ","geo","ASCII_Real","1","1","0","360","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Object_Orientation_RA_Dec:1     ","Class","Object_Orientation_RA_Dec","1.0.0.0","geom","The Object_Orientation_RA_Dec class provides the parameters needed to describe the orientation of the celestial reference frame relative to the image coordinate frame as described by the Image_Orientation class. ","geo","","","","","","","","","","",""
"geom:Object_Orientation_RA_Dec:2      geom:geometry_reference_time:1       ","Attribute","geometry_reference_time","n/a","geom","geometry_reference_time is the time at which each of the values in the containing class is correct. ","geo","ASCII_Date_Time_YMD_UTC","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:Object_Orientation_RA_Dec:2      geom:reference_pixel_location:1      ","Attribute","reference_pixel_location","n/a","geom","The reference_pixel_location indicates the position of the pixel to which values in the containing class apply. ","geo","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:Object_Orientation_RA_Dec:2      geom:reference_pixel_location:2       Value:Center","Value","Center","","","Values were determined for the intersection of a vector through the center of the field of view with the specified target. "
"geom:Object_Orientation_RA_Dec:2      geom:reference_pixel_location:2       Value:Upper Left Corner","Value","Upper Left Corner","","","Values were determined for the intersection of a vector through the upper left corner of the field of view with the specified target. "
"geom:Object_Orientation_RA_Dec:2      geom:reference_pixel_location:2       Value:Lower Left Corner","Value","Lower Left Corner","","","Values were determined for the intersection of a vector through the lower left corner of the field of view with the specified target. "
"geom:Object_Orientation_RA_Dec:2      geom:reference_pixel_location:2       Value:Upper Right Corner","Value","Upper Right Corner","","","Values were determined for the intersection of a vector through the upper right corner of the field of view with the specified target. "
"geom:Object_Orientation_RA_Dec:2      geom:reference_pixel_location:2       Value:Lower Right Corner","Value","Lower Right Corner","","","Values were determined for the intersection of a vector through the lower right corner of the field of view with the specified target. "
"geom:Object_Orientation_RA_Dec:2      geom:right_ascension_hour_angle:1    ","Attribute","right_ascension_hour_angle","n/a","geom","The right_ascension_hour_angle attribute provides the value of right ascension (RA) as in terms of hour angles (hh:mm:ss.sss...). Right ascension is measured from the vernal equinox or the first point of Aries, which is the place on the celestial sphere where the Sun crosses the celestial equator from south to north at the March equinox. Right ascension is measured continuously in a full circle from that equinox towards the east. Right ascension is used in conjunction with the declination attribute to specify a point on the sky. ","geo","ASCII_Real","1","1","0","24","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Object_Orientation_RA_Dec:2      geom:right_ascension_angle:1         ","Attribute","right_ascension_angle","n/a","geom","The right_ascension_angle attribute provides the value of right ascension (RA) as an angle. Right ascension is measured from the vernal equinox or the first point of Aries, which is the place on the celestial sphere where the Sun crosses the celestial equator from south to north at the March equinox. Right ascension is measured continuously in a full circle from that equinox towards the east. Right ascension is used in conjunction with the declination attribute to specify a point on the sky.Note Right Ascension is normally given in hour angles in which case the appropriate attribute is right_ascension_hour_angle. ","geo","ASCII_Real","1","1","0","360","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Object_Orientation_RA_Dec:2      geom:declination_angle:1             ","Attribute","declination_angle","n/a","geom","The declination_angle (Dec) attribute provides the value of an angle on the celestial sphere, measured north from the celestial equator to the point in question. (For points south of the celestial equator, negative values are used.) declination is used in conjunction with the right_ascension attribute to specify a point on the sky. ","geo","ASCII_Real","1","1","-90","90","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Object_Orientation_RA_Dec:2      geom:celestial_north_clock_angle:1   ","Attribute","celestial_north_clock_angle","n/a","geom","The celestial_north_clock_angle attribute specifies the direction of celestial north at the center of an image. It is measured from the 'upward' direction, clockwise to the direction toward celestial north, assuming the image is displayed as defined by the Display_Direction class.. ","geo","ASCII_Real","1","2","0","360","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Object_Orientation_RA_Dec:2      geom:ecliptic_north_clock_angle:1    ","Attribute","ecliptic_north_clock_angle","n/a","geom","The ecliptic_north_clock_angle attribute specifies the direction of ecliptic north at the center of an image. It is measured from the 'upward' direction, clockwise to the direction toward ecliptic north, assuming the image is displayed as defined by the Display_Direction class.. ","geo","ASCII_Real","1","2","0","360","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Object_Orientation_Clock_Angles:1","Class","Object_Orientation_Clock_Angles","1.0.0.0","geom","The Object_Orientation_Clock_Angles class provides several clock angles which can be used to describe the orientation of the field of view with respect to various external references such as Celestial or Equatorial North. ","geo","","","","","","","","","","",""
"geom:Object_Orientation_Clock_Angles:2 geom:celestial_north_clock_angle:1   ","Attribute","celestial_north_clock_angle","n/a","geom","The celestial_north_clock_angle attribute specifies the direction of celestial north at the center of an image. It is measured from the 'upward' direction, clockwise to the direction toward celestial north, assuming the image is displayed as defined by the Display_Direction class.. ","geo","ASCII_Real","0","1","0","360","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Object_Orientation_Clock_Angles:2 geom:ecliptic_north_clock_angle:1    ","Attribute","ecliptic_north_clock_angle","n/a","geom","The ecliptic_north_clock_angle attribute specifies the direction of ecliptic north at the center of an image. It is measured from the 'upward' direction, clockwise to the direction toward ecliptic north, assuming the image is displayed as defined by the Display_Direction class.. ","geo","ASCII_Real","0","1","0","360","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Object_Orientation_Clock_Angles:2 geom:central_body_north_pole_clock_angle:1","Attribute","central_body_north_pole_clock_angle","n/a","geom","The central_body_north_pole_clock_angle element specifies the direction of the central body's (e.g., planet's)rotation axis in an image. It is measured from the 'upward' direction in the image, clockwise to the direction of the northern rotational pole as projected into the image plane, assuming the image is displayed as defined by the Display_Direction class. The north pole of a planet or any of its satellites in the solar system is the pole of the rotation axis that is in the same celestial hemisphere relative to the invariable plane of the solar system as Earth's North pole. ","geo","ASCII_Real","0","1","0","360","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Object_Orientation_Clock_Angles:2 geom:target_north_pole_clock_angle:1 ","Attribute","target_north_pole_clock_angle","n/a","geom","The target_north_pole_clock_angle element specifies the direction of the target body's rotation axis in an image. It is measured from the 'upward' direction in the image, clockwise to the direction of the northern rotational pole as projected into the image plane, assuming the image is displayed as defined by the Display_Direction class. The north pole of a planet or any of its satellites in the solar system is the pole of the rotation axis that is in the same celestial hemisphere relative to the invariable plane of the solar system as Earth's North pole. ","geo","ASCII_Real","0","1","0","360","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Object_Orientation_Clock_Angles:2 geom:target_positive_pole_clock_angle:1","Attribute","target_positive_pole_clock_angle","n/a","geom","The target_positive_pole_clock_angle element specifies the direction of the target body's rotation axis in an image. It is measured from the 'upward' direction in the image, clockwise to the direction of the positive rotational pole as projected into the image plane, assuming the image is displayed as defined by the Display_Direction class. The positive pole is used to define the poles of dwarf planets, minor planets, their satellites, and comets according to the right-hand rule. "positive" is the pole toward which the thumb points when the fingers are curled in the body's direction of rotation. ","geo","ASCII_Real","0","1","0","360","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Object_Orientation_Clock_Angles:2 geom:body_positive_pole_clock_angle:1","Attribute","body_positive_pole_clock_angle","n/a","geom","The body_positive_pole_clock_angle element specifies the direction of a body's rotation axis in an image. This attribute typically is used when specifying body center coorinates for dwarf planets, minor planets, their satellites, and for comets. It is measured from the 'upward' direction in the image, clockwise to the direction of the positive rotational pole as projected into the image plane, assuming the image is displayed as defined by the Display_Direction class. The positive pole is used to define the poles of dwarf planets, minor planets, their satellites, and comets according to the right-hand rule. "positive" is the pole toward which the thumb points when the fingers are curled in the body's direction of rotation. ","geo","ASCII_Real","1","1","0","360","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Object_Orientation_Clock_Angles:2 geom:sun_direction_clock_angle:1     ","Attribute","sun_direction_clock_angle","n/a","geom","The sun_direction_clock_angle attribute specifies the direction of the sun as an angle measured from a line 'upward' from the center of the field of view, clockwise to the direction toward sun, assuming the image is displayed as defined by the Display_Direction class.. ","geo","ASCII_Real","0","1","0","360","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:List_Index_Base:1               ","Class","List_Index_Base","1.0.0.0","geom","The List_Index class is a private (i.e., abstract) class designed to enable the use of indexed lists. The minimum requirement is at least one of sequence number, name or "id", plus the set of values themselves. ","geo","","","","","","","","","","",""
"geom:List_Index_Base:2                geom:index_sequence_number:1         ","Attribute","index_sequence_number","n/a","geom","The index_sequence_number attribute supplies the sequence identifier for the associated value in a group of related values. ","geo","ASCII_Short_String_Collapsed","0","3","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:List_Index_Base:2                geom:index_name:1                    ","Attribute","index_name","n/a","geom","The index_name attribute supplies the formal name for the associated value in a group of related values. ","geo","ASCII_Short_String_Collapsed","0","3","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:List_Index_Base:2                geom:index_id:1                      ","Attribute","index_id","n/a","geom","The index_id attribute supplies a short name (identifier) for the associated value in a group of related values. ","geo","ASCII_Short_String_Collapsed","0","3","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:Pixel_Size_Projected:1          ","Class","Pixel_Size_Projected","1.0.0.0","geom","The Pixel_Size_Projected class gives the size, in units of length (e.g., kilometers) of the projection of a pixel onto the surface of the target which is specified in the parent Geometry_Orbiter class. The reference_location attribute is used to identify the specific point on the target. ","geo","","","","","","","","","","",""
"geom:Pixel_Size_Projected:2           geom:reference_location:1            ","Attribute","reference_location","n/a","geom","The reference_location indicates the position to which values in the containing class apply. If the reference location is on a target, the target is the one specified in the parent Geometry_Orbiter class. ","geo","ASCII_Short_String_Collapsed","1","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:Pixel_Size_Projected:2           geom:reference_location:2             Value:Boresight Intercept ","Value","Boresight Intercept Point","","","Values were determined for the point where the boresight vector intersects the designated target. "
"geom:Pixel_Size_Projected:2           geom:reference_location:2             Value:Subspacecraft Point","Value","Subspacecraft Point","","","Values were determined for the subspacecraft point on the designated target. "
"geom:Pixel_Size_Projected:2           geom:reference_location:2             Value:Target Center","Value","Target Center","","","Values were determined for the center of the designated target. "
"geom:Pixel_Size_Projected:2           geom:horizontal_pixel_size_projected:1","Attribute","horizontal_pixel_size_projected","n/a","geom","The horizontal_pixel_size_projected provides the the size of the horizontal field of view of a single pixel projected onto the target specified in the parent Geometry_Orbiter class. Analogus to PDS3 keyword PIXEL_SCALE ","geo","ASCII_Real","0","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"geom:Pixel_Size_Projected:2           geom:vertical_pixel_size_projected:1 ","Attribute","vertical_pixel_size_projected","n/a","geom","The vertical_pixel_size_projected provides the size of the vertical field of view of a single pixel projected onto the target specified in the parent Geometry_Orbiter class. Analogus to PDS3 keyword PIXEL_SCALE ","geo","ASCII_Real","0","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"geom:Illumination_Single_Values:1    ","Class","Illumination_Single_Values","1.0.0.0","geom","The Illumination_Single_Values class contains attributes providing illumination parameters at a single location in the field of view. If reference_location is used, and indicates a point on a target, the target must be the one specified in the parent Geometry_Orbiter class. ","geo","","","","","","","","","","",""
"geom:Illumination_Single_Values:2     geom:reference_location:1            ","Attribute","reference_location","n/a","geom","The reference_location indicates the position to which values in the containing class apply. If the reference location is on a target, the target is the one specified in the parent Geometry_Orbiter class. ","geo","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:Illumination_Single_Values:2     geom:reference_location:2             Value:Boresight Intercept ","Value","Boresight Intercept Point","","","Values were determined for the point where the boresight vector intersects the designated target. "
"geom:Illumination_Single_Values:2     geom:reference_location:2             Value:Subspacecraft Point","Value","Subspacecraft Point","","","Values were determined for the subspacecraft point on the designated target. "
"geom:Illumination_Single_Values:2     geom:reference_location:2             Value:Target Center","Value","Target Center","","","Values were determined for the center of the designated target. "
"geom:Illumination_Single_Values:2     geom:reference_pixel_location:1      ","Attribute","reference_pixel_location","n/a","geom","The reference_pixel_location indicates the position of the pixel to which values in the containing class apply. ","geo","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:Illumination_Single_Values:2     geom:reference_pixel_location:2       Value:Center","Value","Center","","","Values were determined for the intersection of a vector through the center of the field of view with the specified target. "
"geom:Illumination_Single_Values:2     geom:reference_pixel_location:2       Value:Upper Left Corner","Value","Upper Left Corner","","","Values were determined for the intersection of a vector through the upper left corner of the field of view with the specified target. "
"geom:Illumination_Single_Values:2     geom:reference_pixel_location:2       Value:Lower Left Corner","Value","Lower Left Corner","","","Values were determined for the intersection of a vector through the lower left corner of the field of view with the specified target. "
"geom:Illumination_Single_Values:2     geom:reference_pixel_location:2       Value:Upper Right Corner","Value","Upper Right Corner","","","Values were determined for the intersection of a vector through the upper right corner of the field of view with the specified target. "
"geom:Illumination_Single_Values:2     geom:reference_pixel_location:2       Value:Lower Right Corner","Value","Lower Right Corner","","","Values were determined for the intersection of a vector through the lower right corner of the field of view with the specified target. "
"geom:Illumination_Single_Values:2     geom:emission_angle:1                ","Attribute","emission_angle","n/a","geom","The emission_angle element provides the value of the angle between the surface normal vector at the intercept point and a vector from the intercept point to the spacecraft. The emission_angle varies from 0 degrees when the spacecraft is viewing the subspacecraft point (nadir viewing) to 90 degrees when the intercept is tangent to the surface of the target body. Thus, higher values of emission_angle indicate more oblique viewing of the target. Values in the range of 90 to 180 degrees are possible for ring data. ","geo","ASCII_Real","0","1","0","180","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Illumination_Single_Values:2     geom:incidence_angle:1               ","Attribute","incidence_angle","n/a","geom","The incidence_angle element provides a measure of the lighting condition at the intercept point. Incidence angle is the angle between the local vertical at the intercept point (surface) and a vector from the intercept point to the sun. The incidence_angle varies from 0 degrees when the intercept point coincides with the subsolar point to 90 degrees when the intercept point is at the terminator (i.e., in the shadowed or dark portion of the target body). Thus, higher values of incidence_angle indicate the existence of a greater number of surface shadows. Note: In PDS labels for Magellan's altimetry and radiometry products, and for Lunar Reconnaissance Orbiter Mini-RF products, incidence_angle is defined as the value of the angle between the local vertical and the spacecraft direction. For Magellan this is measured at the center of the radiometer footprint at rad_spacecraft_epoch_time. ","geo","ASCII_Real","0","1","0","180","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Illumination_Single_Values:2     geom:phase_angle:1                   ","Attribute","phase_angle","n/a","geom","The phase_angle element provides a measure of the relationship between the instrument viewing position and incident illumination (such as solar light). Phase_angle is measured at the target; it is the angle between a vector to the illumination source and a vector to the instrument. If not specfied, the target is assumed to be at the center of the instrument field of view. If illumination is from behind the instrument, phase_angle will be small. ","geo","ASCII_Real","0","1","0","180","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Illumination_Single_Values:2     geom:solar_elongation:1              ","Attribute","solar_elongation","n/a","geom"," The solar_elongation element gives the angle between the line of sight of observation and the direction of the Sun. Note: For IRAS: The line of sight of observation is the boresight of the telescope as measured by the satellite sun sensor. ","geo","ASCII_Real","0","1","0","180","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Illumination_FOV_Range_Values:1 ","Class","Illumination_FOV_Range_Values","1.0.0.0","geom","The Illumination_FOV_Range_Values class contains attributes providing illumination parameters as minimum/maximum pairs for either the field of view or the portion in the FoV of the target specified in the parent Geometry_Orbiter class. ","geo","","","","","","","","","","",""
"geom:Illumination_FOV_Range_Values:2  geom:illumination_range_designation:1","Attribute","illumination_range_designation","n/a","geom","The illumination_range_designation indicates whether values given in the Illumination_Range_Values class apply to the entire field of view, or the portion within the field of view of the target specified in the parent Geometry_Orbiter class. ","geo","ASCII_Short_String_Collapsed","1","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:Illumination_FOV_Range_Values:2  geom:illumination_range_designation:2 Value:Field of View","Value","Field of View","","","Values were determined for the field of view. "
"geom:Illumination_FOV_Range_Values:2  geom:illumination_range_designation:2 Value:Target","Value","Target","","","Values were determined for the portion within the field of view of the target specified in the parent Geometry_Orbiter class. "
"geom:Illumination_FOV_Range_Values:2  geom:minimum_emission_angle:1        ","Attribute","minimum_emission_angle","n/a","geom","The minimum_emission_angle element provides the smallest value for the emission angle in the observation. ","geo","ASCII_Real","0","1","0","180","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Illumination_FOV_Range_Values:2  geom:maximum_emission_angle:1        ","Attribute","maximum_emission_angle","n/a","geom","The maximum_emission_angle element provides the largest value for the emission angle in the observation. ","geo","ASCII_Real","0","1","0","180","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Illumination_FOV_Range_Values:2  geom:minimum_incidence_angle:1       ","Attribute","minimum_incidence_angle","n/a","geom","The minimum_incidence_angle element provides the smallest value for the incidence angle in the observation. ","geo","ASCII_Real","0","1","0","180","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Illumination_FOV_Range_Values:2  geom:maximum_incidence_angle:1       ","Attribute","maximum_incidence_angle","n/a","geom","The maximum_incidence_angle element provides the largest value for the incidence angle in the observation. ","geo","ASCII_Real","0","1","0","180","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Illumination_FOV_Range_Values:2  geom:minimum_phase_angle:1           ","Attribute","minimum_phase_angle","n/a","geom","The minimum_phase_angle element provides the smallest value for the phase angle in the observation. ","geo","ASCII_Real","0","1","0","180","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Illumination_FOV_Range_Values:2  geom:maximum_phase_angle:1           ","Attribute","maximum_phase_angle","n/a","geom","The maximum_phase_angle element provides the largest value for the phase angle in the observation. ","geo","ASCII_Real","0","1","0","180","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Pixel_Dimensions:1              ","Class","Pixel_Dimensions","1.0.0.0","geom","The Pixel_Dimensions class contains information regarding pixel size.","geo","","","","","","","","","","",""
"geom:Pixel_Dimensions:2               geom:horizontal_pixel_size_angular:1 ","Attribute","horizontal_pixel_size_angular","n/a","geom","The horizontal_pixel_size_angular provides the angular measure of the horizontal field of view of a single pixel. This is equivalent to the PDS3 element horizontal_pixel_field_of_view. ","geo","ASCII_Real","0","1","0","360","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Pixel_Dimensions:2               geom:vertical_pixel_size_angular:1   ","Attribute","vertical_pixel_size_angular","n/a","geom","The vertical_pixel_size_angular provides the angular measure of the vertical field of view of a single pixel. This is equivalent to the PDS3 element vertical_pixel_field_of_view. ","geo","ASCII_Real","0","1","0","360","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Pixel_Dimensions:2               geom:horizontal_pixel_scale_factor:1 ","Attribute","horizontal_pixel_scale_factor","n/a","geom","The horizontal_pixel_scale_factor provides a scaling factor which when multiplied by the distance to a point of the surface of the target identified in the parent Geometry_Orbiter class gives the horizontal size of a pixel projected on the target in units of length (e.g., kilometers). ","geo","ASCII_Real","0","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Map_Scale","none","TBD_classConcept","REAL"
"geom:Pixel_Dimensions:2               geom:vertical_pixel_scale_factor:1   ","Attribute","vertical_pixel_scale_factor","n/a","geom","The vertical_pixel_scale_factor provides a scaling factor which when multiplied by the distance to a point of the surface of the target identified in the parent Geometry_Orbiter class gives the vertical sizes of a pixel projected on the target in units of length (e.g., kilometers). ","geo","ASCII_Real","0","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Map_Scale","none","TBD_classConcept","REAL"
"geom:Pixel_Intercept:1               ","Class","Pixel_Intercept","1.0.0.0","geom","The Pixel_Intercept class provides the latitude and longitude on the surface of the target for the projection of the specificed pixel. The pixel is specfied using either reference_pixel_location or Reference_Pixel. Although each of these is optional, one must be used. ","geo","","","","","","","","","","",""
"geom:Pixel_Intercept:2                geom:reference_pixel_location:1      ","Attribute","reference_pixel_location","n/a","geom","The reference_pixel_location indicates the position of the pixel to which values in the containing class apply. ","geo","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:Pixel_Intercept:2                geom:reference_pixel_location:2       Value:Center","Value","Center","","","Values were determined for the intersection of a vector through the center of the field of view with the specified target. "
"geom:Pixel_Intercept:2                geom:reference_pixel_location:2       Value:Upper Left Corner","Value","Upper Left Corner","","","Values were determined for the intersection of a vector through the upper left corner of the field of view with the specified target. "
"geom:Pixel_Intercept:2                geom:reference_pixel_location:2       Value:Lower Left Corner","Value","Lower Left Corner","","","Values were determined for the intersection of a vector through the lower left corner of the field of view with the specified target. "
"geom:Pixel_Intercept:2                geom:reference_pixel_location:2       Value:Upper Right Corner","Value","Upper Right Corner","","","Values were determined for the intersection of a vector through the upper right corner of the field of view with the specified target. "
"geom:Pixel_Intercept:2                geom:reference_pixel_location:2       Value:Lower Right Corner","Value","Lower Right Corner","","","Values were determined for the intersection of a vector through the lower right corner of the field of view with the specified target. "
"geom:Pixel_Intercept:2                geom:pixel_latitude:1                ","Attribute","pixel_latitude","n/a","geom","The pixel_latitude attribute gives the value of the planetocentric latitude on the target of the projection of a specified pixel. ","geo","ASCII_Real","0","1","-90","90","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Pixel_Intercept:2                geom:pixel_longitude:1               ","Attribute","pixel_longitude","n/a","geom","The pixel_longitude attribute gives the value of the planetocentric longitude on the target of the projection of a specified pixel. ","geo","ASCII_Real","0","1","0","360","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Footprint_Vertices:1            ","Class","Footprint_Vertices","1.0.0.0","geom","The Footprint_Vertices class provides a set of associations between pixels and their projections on the target. The pixels should be choose to be the vertices of a polygon, plotted sequenually in a the direction. ","geo","","","","","","","","","","",""
"geom:Surface_Geometry:1              ","Class","Surface_Geometry","1.0.0.0","geom","The Surface_Geometry class contains classes and attributes for various points of the surface of the target designated in the enclosing Geometry_Orbiter.","geo","","","","","","","","","","",""
"geom:Surface_Geometry:2               geom:subsolar_azimuth:1              ","Attribute","subsolar_azimuth","n/a","geom","The subsolar_azimuth attribute provides the value of the angle between the line from the center of an image to the subsolar point on the target and a horizontal reference line (in the image plane) extending from the image center to the middle right edge of the image. The values of this angle increase in a clockwise direction. ","geo","ASCII_Real","0","1","0","360","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Surface_Geometry:2               geom:subsolar_latitude:1             ","Attribute","subsolar_latitude","n/a","geom","The subsolar_latitude attribute gives the value of the planetocentric latitude at the subsolar point on the target. ","geo","ASCII_Real","0","1","-90","90","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Surface_Geometry:2               geom:subsolar_longitude:1            ","Attribute","subsolar_longitude","n/a","geom","The subsolar_longitude attribute gives the value of the planetocentric longitude at the subsolar point on the target. ","geo","ASCII_Real","0","1","0","360","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Surface_Geometry:2               geom:subspacecraft_azimuth:1         ","Attribute","subspacecraft_azimuth","n/a","geom","The subspacecraft_azimuth attribute provides the value of the angle between the line from the center of an image to the subspacecraft point on the target and a horizontal reference line (in the image plane) extending from the image center to the middle right edge of the image. The values of this angle increase in a clockwise direction. ","geo","ASCII_Real","0","1","0","360","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Surface_Geometry:2               geom:subspacecraft_latitude:1        ","Attribute","subspacecraft_latitude","n/a","geom","The subspacecraft_latitude attribute gives the value of the planetocentric latitude at the subspacecraft point on the target. ","geo","ASCII_Real","0","1","-90","90","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Surface_Geometry:2               geom:subspacecraft_longitude:1       ","Attribute","subspacecraft_longitude","n/a","geom","The subspacecraft_longitude attribute gives the value of the planetocentric longitude at the subspacecraft point on the target. ","geo","ASCII_Real","0","1","0","360","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Illumination_Geometry:1         ","Class","Illumination_Geometry","1.0.0.0","geom","The Illumination_Geometry class contains two optional classes used to describing the field of view lighting.","geo","","","","","","","","","","",""
"geom:Image_Display_Geometry:1        ","Class","Image_Display_Geometry","1.0.0.0","geom","Image_Display_Geometry class provides an unambiguous description of the orientation of the image contents. Given an image, displayed as described by the Display_Direction class, any one of the Object_Orientation_* classes should allow unambiguous orientation of the contents of the image. The use of disp:Display_Direction is optional, but must be given either here or in the Display Discipline Area of the label. The Object_Orientation_North_East class is typically used for instruments for which the entire field of view is a portion of the target surface (e.g., instruments on Mars orbital spacecraft); otherwise use Object_Orientation_RA_Dec (e.g., flyby missions, missions with orbit radii much larger than the target radius such as Voyager or Cassini). At least one of these must be used. The three _Identification classes used here are Central_Body (e.g., Saturn if you are using Planetocentric or planetographic coordinates in the Saturn system); Body is typically used in lieu of Central_Body when the coordinates are based on a comet, asteroid, KBO, or satellite; Target when the described object in the FoV is not the Central_Body or Body. For example giving the orientation of the pole of Enceladus in Saturn Planetocentric coordinates, Central_Body = Saturn, Target = Enceladus. Bottom line: put in enough information so someone else can figure out the orientation of the field of view. ","geo","","","","","","","","","","",""
"geom:XSChoice#6:1                    ","Class","XSChoice#6","1.0.0.0","geom","TBD_description","TBD_steward","","","","","","","","","","",""
"geom:XSChoice#7:1                    ","Class","XSChoice#7","1.0.0.0","geom","TBD_description","TBD_steward","","","","","","","","","","",""
"geom:Distance_Generic:1              ","Class","Distance_Generic","1.0.0.0","geom","The distance between the two objects, both of which must be specified. ","geo","","","","","","","","","","",""
"geom:Distance_Generic:2               geom:distance:1                      ","Attribute","distance","n/a","geom","The distance attribute provides the scalar distance between to objects or points. ","geo","ASCII_Real","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"geom:Distances:1                     ","Class","Distances","1.0.0.0","geom","The Distances class is a container class for distances.","geo","","","","","","","","","","",""
"geom:Distances:2                      geom:spacecraft_geocentric_distance:1","Attribute","spacecraft_geocentric_distance","n/a","geom","The spacecraft_geocentric_distance attribute provides the scalar distance between the spacecraft and the center of Earth. ","geo","ASCII_Real","0","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
