"Sort Key","Type","Name","Version","Name Space Id","Description","Steward","Value Type","Minimum Cardinality","Maximum Cardinality","Minimum Value","Maximum Value","Minimum Characters","Maximum Characters","Unit of Measure Type","Specified Unit Id","Attribute Concept","Conceptual Domain"
"sbngeom:Spacecraft_to_Target_Distance:2  sbngeom:distance:1                      ","Attribute","distance","n/a","sbngeom"," Absolute value of the linear distance between two associated points ","sbn","ASCII_Real","1","1","0.0","Unbounded","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"sbngeom:Spacecraft_to_Target_Position_Vector_Cartesian:1","Class","Spacecraft_to_Target_Position_Vector_Cartesian","1.0.0.0","sbngeom"," Position vector in Cartesian coordinates, in the specified reference frame and coordinate system, from the center of mass of the spacecraft to the center of mass of the specified target ","sbn","","","","","","","","","","",""
"sbngeom:Spacecraft_to_Target_Position_Vector_Cartesian:2 sbngeom:reference_frame_id:1            ","Attribute","reference_frame_id","n/a","sbngeom"," An abbreviation for the reference frame for corresponding vector components ","sbn","ASCII_Short_String_Collapsed","1","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"sbngeom:Spacecraft_to_Target_Position_Vector_Cartesian:2 sbngeom:reference_frame_id:2             Value:J2000","Value","J2000","","","
                    The coordinates are given in the J2000 reference epoch and equinox.
                "
"sbngeom:Spacecraft_to_Target_Position_Vector_Cartesian:2 sbngeom:reference_frame_id:2             Value:ICRF","Value","ICRF","","","
                    The coordinates are given in the International Celestial Reference Frame.
                "
"sbngeom:Spacecraft_to_Target_Position_Vector_Cartesian:2 sbngeom:light_time_flag:1               ","Attribute","light_time_flag","n/a","sbngeom"," Flag indicating whether a light travel time correction has been applied to the associated values. A value of "true" indicates it has been applied; "false" indicates no correction has been applied. ","sbn","ASCII_Boolean","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","BOOLEAN"
"sbngeom:Spacecraft_to_Target_Position_Vector_Cartesian:2 sbngeom:stellar_aberration_flag:1       ","Attribute","stellar_aberration_flag","n/a","sbngeom"," This flag indicates whether a correction for stellar aberration has been applied to the associated coordinates. A value of "true" indicates that the correction has been applied; "false" indicates no correction for aberration has beem applied. ","sbn","ASCII_Boolean","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","BOOLEAN"
"sbngeom:Spacecraft_to_Target_Position_Vector_Cartesian:2 sbngeom:x:1                             ","Attribute","x","n/a","sbngeom"," X-component of a Cartesian distance vector ","sbn","ASCII_Real","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"sbngeom:Spacecraft_to_Target_Position_Vector_Cartesian:2 sbngeom:y:1                             ","Attribute","y","n/a","sbngeom"," Y component of a Cartesion distance vector ","sbn","ASCII_Real","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"sbngeom:Spacecraft_to_Target_Position_Vector_Cartesian:2 sbngeom:z:1                             ","Attribute","z","n/a","sbngeom"," Z component of a Cartesion distance vector ","sbn","ASCII_Real","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"sbngeom:Spacecraft_to_Target_Velocity_Vector_Cartesian:1","Class","Spacecraft_to_Target_Velocity_Vector_Cartesian","1.0.0.0","sbngeom"," Velocity vector in Cartesian coordinates, in the specified reference frame and coordinate system, from the center of mass of the spacecraft to the center of mass of the specified target ","sbn","","","","","","","","","","",""
"sbngeom:Spacecraft_to_Target_Velocity_Vector_Cartesian:2 sbngeom:reference_frame_id:1            ","Attribute","reference_frame_id","n/a","sbngeom"," An abbreviation for the reference frame for corresponding vector components ","sbn","ASCII_Short_String_Collapsed","1","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"sbngeom:Spacecraft_to_Target_Velocity_Vector_Cartesian:2 sbngeom:reference_frame_id:2             Value:J2000","Value","J2000","","","
                    The coordinates are given in the J2000 reference epoch and equinox.
                "
"sbngeom:Spacecraft_to_Target_Velocity_Vector_Cartesian:2 sbngeom:reference_frame_id:2             Value:ICRF","Value","ICRF","","","
                    The coordinates are given in the International Celestial Reference Frame.
                "
"sbngeom:Spacecraft_to_Target_Velocity_Vector_Cartesian:2 sbngeom:light_time_flag:1               ","Attribute","light_time_flag","n/a","sbngeom"," Flag indicating whether a light travel time correction has been applied to the associated values. A value of "true" indicates it has been applied; "false" indicates no correction has been applied. ","sbn","ASCII_Boolean","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","BOOLEAN"
"sbngeom:Spacecraft_to_Target_Velocity_Vector_Cartesian:2 sbngeom:stellar_aberration_flag:1       ","Attribute","stellar_aberration_flag","n/a","sbngeom"," This flag indicates whether a correction for stellar aberration has been applied to the associated coordinates. A value of "true" indicates that the correction has been applied; "false" indicates no correction for aberration has beem applied. ","sbn","ASCII_Boolean","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","BOOLEAN"
"sbngeom:Spacecraft_to_Target_Velocity_Vector_Cartesian:2 sbngeom:Vx:1                            ","Attribute","Vx","n/a","sbngeom"," X component of the associated velocity vector ","sbn","ASCII_Real","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Velocity","none","TBD_classConcept","REAL"
"sbngeom:Spacecraft_to_Target_Velocity_Vector_Cartesian:2 sbngeom:Vy:1                            ","Attribute","Vy","n/a","sbngeom"," Y component of the associated velocity vector ","sbn","ASCII_Real","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Velocity","none","TBD_classConcept","REAL"
"sbngeom:Spacecraft_to_Target_Velocity_Vector_Cartesian:2 sbngeom:Vz:1                            ","Attribute","Vz","n/a","sbngeom"," Z component of the associated velocity vector ","sbn","ASCII_Real","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Velocity","none","TBD_classConcept","REAL"
"sbngeom:Sun_to_Target_Position_Vector_Cartesian:1","Class","Sun_to_Target_Position_Vector_Cartesian","1.0.0.0","sbngeom"," Position vector in Cartesian coordinates, in the specified reference frame and coordinate system, from the center of mass of the sun to the center of mass of the specified target ","sbn","","","","","","","","","","",""
"sbngeom:Sun_to_Target_Position_Vector_Cartesian:2 sbngeom:reference_frame_id:1            ","Attribute","reference_frame_id","n/a","sbngeom"," An abbreviation for the reference frame for corresponding vector components ","sbn","ASCII_Short_String_Collapsed","1","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"sbngeom:Sun_to_Target_Position_Vector_Cartesian:2 sbngeom:reference_frame_id:2             Value:J2000","Value","J2000","","","
                    The coordinates are given in the J2000 reference epoch and equinox.
                "
"sbngeom:Sun_to_Target_Position_Vector_Cartesian:2 sbngeom:reference_frame_id:2             Value:ICRF","Value","ICRF","","","
                    The coordinates are given in the International Celestial Reference Frame.
                "
"sbngeom:Sun_to_Target_Position_Vector_Cartesian:2 sbngeom:light_time_flag:1               ","Attribute","light_time_flag","n/a","sbngeom"," Flag indicating whether a light travel time correction has been applied to the associated values. A value of "true" indicates it has been applied; "false" indicates no correction has been applied. ","sbn","ASCII_Boolean","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","BOOLEAN"
"sbngeom:Sun_to_Target_Position_Vector_Cartesian:2 sbngeom:stellar_aberration_flag:1       ","Attribute","stellar_aberration_flag","n/a","sbngeom"," This flag indicates whether a correction for stellar aberration has been applied to the associated coordinates. A value of "true" indicates that the correction has been applied; "false" indicates no correction for aberration has beem applied. ","sbn","ASCII_Boolean","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","BOOLEAN"
"sbngeom:Sun_to_Target_Position_Vector_Cartesian:2 sbngeom:x:1                             ","Attribute","x","n/a","sbngeom"," X-component of a Cartesian distance vector ","sbn","ASCII_Real","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"sbngeom:Sun_to_Target_Position_Vector_Cartesian:2 sbngeom:y:1                             ","Attribute","y","n/a","sbngeom"," Y component of a Cartesion distance vector ","sbn","ASCII_Real","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"sbngeom:Sun_to_Target_Position_Vector_Cartesian:2 sbngeom:z:1                             ","Attribute","z","n/a","sbngeom"," Z component of a Cartesion distance vector ","sbn","ASCII_Real","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"sbngeom:Sun_to_Target_Velocity_Vector_Cartesian:1","Class","Sun_to_Target_Velocity_Vector_Cartesian","1.0.0.0","sbngeom"," Velocity vector in Cartesian coordinates, in the specified reference frame and coordinate system, from the center of mass of the sun to the center of mass of the specified target ","sbn","","","","","","","","","","",""
"sbngeom:Sun_to_Target_Velocity_Vector_Cartesian:2 sbngeom:reference_frame_id:1            ","Attribute","reference_frame_id","n/a","sbngeom"," An abbreviation for the reference frame for corresponding vector components ","sbn","ASCII_Short_String_Collapsed","1","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"sbngeom:Sun_to_Target_Velocity_Vector_Cartesian:2 sbngeom:reference_frame_id:2             Value:J2000","Value","J2000","","","
                    The coordinates are given in the J2000 reference epoch and equinox.
                "
"sbngeom:Sun_to_Target_Velocity_Vector_Cartesian:2 sbngeom:reference_frame_id:2             Value:ICRF","Value","ICRF","","","
                    The coordinates are given in the International Celestial Reference Frame.
                "
"sbngeom:Sun_to_Target_Velocity_Vector_Cartesian:2 sbngeom:light_time_flag:1               ","Attribute","light_time_flag","n/a","sbngeom"," Flag indicating whether a light travel time correction has been applied to the associated values. A value of "true" indicates it has been applied; "false" indicates no correction has been applied. ","sbn","ASCII_Boolean","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","BOOLEAN"
"sbngeom:Sun_to_Target_Velocity_Vector_Cartesian:2 sbngeom:stellar_aberration_flag:1       ","Attribute","stellar_aberration_flag","n/a","sbngeom"," This flag indicates whether a correction for stellar aberration has been applied to the associated coordinates. A value of "true" indicates that the correction has been applied; "false" indicates no correction for aberration has beem applied. ","sbn","ASCII_Boolean","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","BOOLEAN"
"sbngeom:Sun_to_Target_Velocity_Vector_Cartesian:2 sbngeom:Vx:1                            ","Attribute","Vx","n/a","sbngeom"," X component of the associated velocity vector ","sbn","ASCII_Real","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Velocity","none","TBD_classConcept","REAL"
"sbngeom:Sun_to_Target_Velocity_Vector_Cartesian:2 sbngeom:Vy:1                            ","Attribute","Vy","n/a","sbngeom"," Y component of the associated velocity vector ","sbn","ASCII_Real","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Velocity","none","TBD_classConcept","REAL"
"sbngeom:Sun_to_Target_Velocity_Vector_Cartesian:2 sbngeom:Vz:1                            ","Attribute","Vz","n/a","sbngeom"," Z component of the associated velocity vector ","sbn","ASCII_Real","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Velocity","none","TBD_classConcept","REAL"
"sbngeom:Target_Geocentric_Distance:1    ","Class","Target_Geocentric_Distance","1.0.0.0","sbngeom"," Linear distance from the center of the earth to the center of mass of the associated target ","sbn","","","","","","","","","","",""
"sbngeom:Target_Geocentric_Distance:2     sbngeom:distance:1                      ","Attribute","distance","n/a","sbngeom"," Absolute value of the linear distance between two associated points ","sbn","ASCII_Real","1","1","0.0","Unbounded","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"sbngeom:Target_Heliocentric_Distance:1  ","Class","Target_Heliocentric_Distance","1.0.0.0","sbngeom"," Linear distance from the center of the sun to the center of mass of the associated target ","sbn","","","","","","","","","","",""
"sbngeom:Target_Heliocentric_Distance:2   sbngeom:distance:1                      ","Attribute","distance","n/a","sbngeom"," Absolute value of the linear distance between two associated points ","sbn","ASCII_Real","1","1","0.0","Unbounded","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"sbngeom:Target_Pole_Clock_Angle:1       ","Class","Target_Pole_Clock_Angle","1.0.0.0","sbngeom"," This class specifies a target and the clock angle for the positive rotation pole of that target as seen in the associated image, when it is properly displayed. ","sbn","","","","","","","","","","",""
"sbngeom:Target_Pole_Clock_Angle:2        sbngeom:body_positive_pole_clock_angle:1","Attribute","body_positive_pole_clock_angle","n/a","sbngeom"," In the displayed image, the angle of the direction of the positive rotation pole of the associated body, measured at the center of the image, clockwise from the positive vertical ","sbn","ASCII_Real","1","1","0.0","360.0","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"sbngeom:Clock_Angles:1                  ","Class","Clock_Angles","1.0.0.0","sbngeom"," This class contains clock angles specifying key directions in the associated image when it is displayed correctly. ","sbn","","","","","","","","","","",""
"sbngeom:Clock_Angles:2                   sbngeom:celestial_north_clock_angle:1   ","Attribute","celestial_north_clock_angle","n/a","sbngeom"," In the displayed image, the angle of the direction of the north celestial pole, measured at the center of the image, clockwise from the positive vertical ","sbn","ASCII_Real","0","1","0.0","360.0","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"sbngeom:Clock_Angles:2                   sbngeom:ecliptic_north_clock_angle:1    ","Attribute","ecliptic_north_clock_angle","n/a","sbngeom"," In the displayed image, the angle of the direction of the north ecliptic pole, measured at the center of the image, clockwise from the positive vertical ","sbn","ASCII_Real","0","1","0.0","360.0","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"sbngeom:Clock_Angles:2                   sbngeom:sun_direction_clock_angle:1     ","Attribute","sun_direction_clock_angle","n/a","sbngeom"," In the displayed image, the angle of the direction vector to the sun projected onto the plane of the image, measured at the center of the image, clockwise from the positive vertical ","sbn","ASCII_Real","0","1","0.0","360.0","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"sbngeom:Distances:1                     ","Class","Distances","1.0.0.0","sbngeom"," Various distance measurements relevant to the product observation ","sbn","","","","","","","","","","",""
"sbngeom:Distances:2                      sbngeom:spacecraft_geocentric_distance:1","Attribute","spacecraft_geocentric_distance","n/a","sbngeom"," Distance from the center of the Earth to the center of mass of the spacecraft ","sbn","ASCII_Real","0","1","0.0","Unbounded","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"sbngeom:Distances:2                      sbngeom:spacecraft_heliocentric_distance:1","Attribute","spacecraft_heliocentric_distance","n/a","sbngeom"," Distance from the center of the sun to the center of mass of the spacecraft ","sbn","ASCII_Real","0","1","0.0","Unbounded","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"sbngeom:Earth_Vectors:1                 ","Class","Earth_Vectors","1.0.0.0","sbngeom"," This class collects vectors that have their origin at the center of mass of the Earth. ","sbn","","","","","","","","","","",""
"sbngeom:Spacecraft_Vectors:1            ","Class","Spacecraft_Vectors","1.0.0.0","sbngeom"," This class collects vectors with their origin at the center of mass of the spacecraft. ","sbn","","","","","","","","","","",""
"sbngeom:Sun_Vectors:1                   ","Class","Sun_Vectors","1.0.0.0","sbngeom"," This class collects vectors with their origin at the center of mass of the Sun. ","sbn","","","","","","","","","","",""
"sbngeom:Image_Display_Geometry:1        ","Class","Image_Display_Geometry","1.0.0.0","sbngeom"," This class incorporates the Display Dictionary display class and includes orientation atttributes for key directions as they appear in the correctly displayed image. ","sbn","","","","","","","","","","",""
"sbngeom:Spacecraft_Geometry:1           ","Class","Spacecraft_Geometry","1.0.0.0","sbngeom"," This class combines a number of classes related to the geometry of a spacecraft-based observation. ","sbn","","","","","","","","","","",""
"sbngeom:Geometry:1                      ","Class","Geometry","1.0.0.0","sbngeom"," This master class contains all the geometry dictionary classes and should be included directly in observational product levels in the "Mission_Area". ","sbn","","","","","","","","","","",""
"sbngeom:Geometry:2                       sbngeom:geometry_reference_time:1       ","Attribute","geometry_reference_time","n/a","sbngeom"," This is the UTC time at which all the geometric values following were calculated, unless an attribute within a class specifies otherwise. ","sbn","ASCII_Date_Time","0","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","TIME"
